UserID,InvoiceNo,TotalPayment,InvoiceDate
230866,26739,394.8507,28-06-2020
207942,26740,422.6742,28-06-2020
230865,26741,260.5446,28-06-2020
156047,26742,418.4946,28-06-2020
230862,26743,331.6221,28-06-2020
172303,26744,426.3192,28-06-2020
230864,26745,375.4107,28-06-2020
230597,26746,485.8056,28-06-2020
230858,26747,327.564,28-06-2020
214541,26748,264.7242,28-06-2020
-1517,26749,1135.1259,28-06-2020
230852,26750,347.4657,28-06-2020
178636,26751,249.0507,28-06-2020
33307,26752,592.2396,28-06-2020
22932,26753,236.9007,28-06-2020
5768,26754,331.5492,28-06-2020
141671,26755,438.5421,28-06-2020
230846,26756,201.6657,28-06-2020
225685,26757,375.4107,28-06-2020
230843,26758,437.157,28-06-2020
230842,26759,272.6946,28-06-2020
230783,26760,310.6512,28-06-2020
230839,26761,473.8257,28-06-2020
127405,26762,62.8641,28-06-2020
230820,26763,221.1057,28-06-2020
152356,26764,406.8549,28-06-2020
185893,26765,158.9463,28-06-2020
112816,26766,1918.7523,28-06-2020
172675,26767,426.4407,28-06-2020
223462,26768,410.6457,28-06-2020
223462,26769,189.5157,28-06-2020
209704,26770,268.3692,28-06-2020
146226,26771,347.3199,28-06-2020
223212,26772,359.6157,28-06-2020
230827,26773,407.0007,28-06-2020
230826,26774,437.157,28-06-2020
214361,26775,391.2057,28-06-2020
230823,26776,252.5742,28-06-2020
230818,26777,588.5946,28-06-2020
230819,26778,328.0257,28-06-2020
230817,26779,157.8042,28-06-2020
219752,26780,710.4591,28-06-2020
230816,26781,236.9007,28-06-2020
218323,26782,1110.1941,28-06-2020
178606,26783,347.4657,28-06-2020
230811,26784,138.4857,28-06-2020
230810,26785,201.6657,28-06-2020
230809,26786,284.2857,28-06-2020
230807,26787,410.5242,28-06-2020
230709,26788,895.8924,28-06-2020
223462,26789,821.3157,28-06-2020
188059,26790,454.3371,28-06-2020
230804,26791,359.4942,28-06-2020
230801,26792,315.7299,28-06-2020
230796,26793,296.4357,28-06-2020
230798,26794,394.8021,28-06-2020
206284,26795,340.1028,28-06-2020
204087,26796,315.7299,28-06-2020
230791,26797,485.9028,28-06-2020
230790,26798,189.3699,28-06-2020
165304,26799,515.0628,28-06-2020
230788,26800,1408.9626,28-06-2020
230781,26801,422.6742,28-06-2020
192662,26802,359.6157,28-06-2020
197518,26803,284.2857,28-06-2020
230765,26804,971.8056,28-06-2020
225854,26805,186.381,28-06-2020
147519,26806,710.4591,28-06-2020
193785,26807,129.8592,28-06-2020
230776,26808,1673.9055,28-06-2020
230750,26809,359.5671,28-06-2020
175458,26810,315.7542,28-06-2020
230694,26811,359.6157,28-06-2020
224779,26812,284.2857,28-06-2020
230773,26813,375.4107,28-06-2020
230750,26814,407.0007,28-06-2020
180580,26815,268.3692,28-06-2020
230764,26816,440.3889,28-06-2020
230761,26817,138.024,28-06-2020
230675,26818,347.4657,28-06-2020
225675,26819,583.1028,28-06-2020
230760,26820,618.435,28-06-2020
230746,26821,513.2646,28-06-2020
230752,26822,410.6457,28-06-2020
230613,26823,397.9368,28-06-2020
230747,26824,201.6657,28-06-2020
230680,26825,284.2857,28-06-2020
230742,26826,527.2128,28-06-2020
88333,26827,312.0849,28-06-2020
206879,26828,138.4857,28-06-2020
198562,26829,236.9007,28-06-2020
230738,26830,621.8856,28-06-2020
228821,26831,422.7957,28-06-2020
230737,26832,947.5542,28-06-2020
230735,26833,359.6157,28-06-2020
225811,26834,647.5707,28-06-2020
221090,26835,513.2646,28-06-2020
230731,26836,407.0007,28-06-2020
230616,26837,945.0756,28-06-2020
229766,26838,150.174,28-06-2020
227183,26839,242.514,28-06-2020
230722,26840,524.7828,28-06-2020
230724,26841,343.6992,28-06-2020
230714,26842,260.5446,28-06-2020
230721,26843,584.2449,28-06-2020
230723,26844,182.7117,28-06-2020
227487,26845,379.0557,28-06-2020
200749,26846,3106.0503,28-06-2020
230716,26847,568.5471,28-06-2020
229325,26848,884.277,28-06-2020
225526,26849,641.4228,28-06-2020
230712,26850,458.0064,28-06-2020
230707,26851,363.2607,28-06-2020
214616,26852,157.9257,28-06-2020
230706,26853,296.4357,28-06-2020
230702,26854,449.307,28-06-2020
230701,26855,359.6157,28-06-2020
230699,26856,284.2857,28-06-2020
230700,26857,138.024,28-06-2020
164974,26858,711.2124,28-06-2020
224767,26859,588.5946,28-06-2020
230697,26860,410.5242,28-06-2020
230692,26861,928.2114,28-06-2020
230166,26862,515.0628,28-06-2020
230689,26863,896.4513,28-06-2020
230688,26864,627.9606,28-06-2020
199391,26865,485.9757,28-06-2020
230687,26866,242.514,28-06-2020
223374,26867,1215.8991,28-06-2020
230682,26868,176.3694,28-06-2020
230681,26869,449.307,28-06-2020
230678,26870,438.4449,28-06-2020
208766,26871,343.8207,28-06-2020
230676,26872,189.5157,28-06-2020
230675,26873,426.2949,28-06-2020
205118,26874,94.7457,28-06-2020
170499,26875,726.3999,28-06-2020
134648,26876,699.7428,28-06-2020
76448,26877,738.5499,28-06-2020
178811,26878,461.3598,28-06-2020
230668,26879,272.6946,28-06-2020
162171,26880,627.9606,28-06-2020
230461,26881,426.4407,28-06-2020
230664,26882,750.7728,28-06-2020
230663,26883,359.6157,28-06-2020
227651,26884,521.0892,28-06-2020
230656,26885,387.828,28-06-2020
230652,26886,1626.0831,28-06-2020
183249,26887,438.5907,28-06-2020
230642,26888,315.657,28-06-2020
223973,26889,363.771,28-06-2020
193293,26890,303.6528,28-06-2020
230644,26891,864.8856,28-06-2020
230643,26892,391.0599,28-06-2020
230642,26893,252.5742,28-06-2020
230247,26894,466.4628,28-06-2020
230639,26895,580.7457,28-06-2020
224536,26896,479.9007,28-06-2020
230636,26897,844.0605,28-06-2020
229725,26898,438.4449,28-06-2020
195846,26899,284.2857,28-06-2020
230632,26900,485.9757,28-06-2020
230630,26901,828.4356,28-06-2020
223208,26902,1180.6398,27-06-2020
230608,26903,291.0897,27-06-2020
230620,26904,604.3896,27-06-2020
230627,26905,422.6742,27-06-2020
230623,26906,521.2107,27-06-2020
230625,26907,189.5157,27-06-2020
184004,26908,868.5549,27-06-2020
185079,26909,272.6946,27-06-2020
230619,26910,505.4157,27-06-2020
227855,26911,451.8828,27-06-2020
230620,26912,391.2057,27-06-2020
229625,26913,221.1057,27-06-2020
230530,26914,299.9349,27-06-2020
175906,26915,473.8257,27-06-2020
230610,26916,828.4356,27-06-2020
230615,26917,176.3694,27-06-2020
230614,26918,437.1327,27-06-2020
230613,26919,1109.5137,27-06-2020
230607,26920,722.9007,27-06-2020
25120,26921,1136.8998,27-06-2020
136056,26922,437.157,27-06-2020
230595,26923,596.5164,27-06-2020
219771,26924,233.2557,27-06-2020
230596,26925,971.8056,27-06-2020
230599,26926,407.0007,27-06-2020
230594,26927,233.2557,27-06-2020
219311,26928,340.1028,27-06-2020
230589,26929,1942.5663,27-06-2020
144194,26930,536.9328,27-06-2020
225604,26931,580.7214,27-06-2020
230587,26932,473.7042,27-06-2020
230548,26933,489.5721,27-06-2020
230584,26934,849.0906,27-06-2020
230581,26935,296.4357,27-06-2020
225604,26936,422.7957,27-06-2020
225617,26937,1291.4721,27-06-2020
169828,26938,205.1892,27-06-2020
230454,26939,422.6742,27-06-2020
72320,26940,236.9007,27-06-2020
145826,26941,375.4107,27-06-2020
230572,26942,527.2128,27-06-2020
230571,26943,312.0849,27-06-2020
229276,26944,659.5749,27-06-2020
230566,26945,205.1892,27-06-2020
-457,26946,284.2857,27-06-2020
230563,26947,485.9757,27-06-2020
153454,26948,175.2516,27-06-2020
230561,26949,150.174,27-06-2020
230559,26950,647.1333,27-06-2020
164687,26951,422.6742,27-06-2020
230558,26952,242.514,27-06-2020
137812,26953,438.4692,27-06-2020
230550,26954,299.9349,27-06-2020
230552,26955,1370.2041,27-06-2020
230549,26956,833.4414,27-06-2020
224970,26957,533.3121,27-06-2020
230528,26958,236.9007,27-06-2020
188832,26959,517.5657,27-06-2020
230543,26960,150.174,27-06-2020
33295,26961,252.5499,27-06-2020
230538,26962,437.157,27-06-2020
144103,26963,422.6742,27-06-2020
224305,26964,1389.6198,27-06-2020
91831,26965,391.2057,27-06-2020
230533,26966,31.4199,27-06-2020
229720,26967,142.1307,27-06-2020
230527,26968,910.764,27-06-2020
146403,26969,436.428,27-06-2020
46353,26970,422.7957,27-06-2020
219493,26971,1607.202,27-06-2020
178252,26972,201.6657,27-06-2020
230333,26973,422.7957,27-06-2020
230526,26974,4015.2591,27-06-2020
215929,26975,414.5823,27-06-2020
230520,26976,726.3756,27-06-2020
208344,26977,612.3357,27-06-2020
230497,26978,236.9007,27-06-2020
226648,26979,369.2628,27-06-2020
228737,26980,584.2692,27-06-2020
230511,26981,233.1342,27-06-2020
215929,26982,343.8207,27-06-2020
226250,26983,687.4713,27-06-2020
72867,26984,343.7721,27-06-2020
230464,26985,315.8757,27-06-2020
225348,26986,449.307,27-06-2020
180935,26987,1026.6264,27-06-2020
230499,26988,260.5446,27-06-2020
228875,26989,296.4357,27-06-2020
147044,26990,189.5157,27-06-2020
230502,26991,1113.9363,27-06-2020
230503,26992,634.0356,27-06-2020
230498,26993,663.3657,27-06-2020
226990,26994,789.6528,27-06-2020
225604,26995,201.6657,27-06-2020
225604,26996,154.2807,27-06-2020
230493,26997,410.6457,27-06-2020
230364,26998,437.157,27-06-2020
165575,26999,221.1057,27-06-2020
165579,27000,631.7757,27-06-2020
230492,27001,594.9612,27-06-2020
81079,27002,679.0878,27-06-2020
230491,27003,410.5242,27-06-2020
230367,27004,170.5617,27-06-2020
222814,27005,233.2071,27-06-2020
164227,27006,1212.4971,27-06-2020
230490,27007,777.5028,27-06-2020
230456,27008,869.0166,27-06-2020
183925,27009,773.8092,27-06-2020
207334,27010,284.2857,27-06-2020
229549,27011,465.7824,27-06-2020
164683,27012,328.0257,27-06-2020
229137,27013,284.2857,27-06-2020
230480,27014,711.8928,27-06-2020
230482,27015,828.4356,27-06-2020
33307,27016,690.9948,27-06-2020
165776,27017,379.0557,27-06-2020
230478,27018,236.8521,27-06-2020
230476,27019,1909.4697,27-06-2020
230474,27020,501.7707,27-06-2020
230472,27021,31.4199,27-06-2020
152648,27022,363.2607,27-06-2020
191075,27023,473.8257,27-06-2020
-5646,27024,331.5492,27-06-2020
230465,27025,884.3742,27-06-2020
230455,27026,852.6141,27-06-2020
230462,27027,264.8457,27-06-2020
223130,27028,296.4357,27-06-2020
95519,27029,679.0392,27-06-2020
225292,27030,201.5442,27-06-2020
195953,27031,315.8757,27-06-2020
230261,27032,236.8521,27-06-2020
222909,27033,284.2857,27-06-2020
229848,27034,714.9303,27-06-2020
228895,27035,485.9757,27-06-2020
230453,27036,394.8507,27-06-2020
230199,27037,573.6258,27-06-2020
205272,27038,236.9007,27-06-2020
229361,27039,303.6528,27-06-2020
178000,27040,126.3357,27-06-2020
230435,27041,315.8757,27-06-2020
230438,27042,442.2357,27-06-2020
227622,27043,296.4357,27-06-2020
230444,27044,422.6742,27-06-2020
230442,27045,242.514,27-06-2020
205209,27046,236.9007,27-06-2020
172100,27047,217.4607,27-06-2020
152640,27048,327.807,27-06-2020
230434,27049,62.8641,27-06-2020
230433,27050,485.9757,27-06-2020
230432,27051,489.4749,27-06-2020
-8532,27052,805.0833,27-06-2020
230425,27053,312.0849,27-06-2020
228445,27054,1126.0134,27-06-2020
205714,27055,363.2607,27-06-2020
229604,27056,284.31,27-06-2020
33307,27057,533.2149,27-06-2020
230430,27058,437.157,27-06-2020
77709,27059,236.9007,27-06-2020
230428,27060,165.3858,27-06-2020
30544,27061,3160.6524,27-06-2020
171630,27062,789.5556,27-06-2020
230427,27063,236.9007,27-06-2020
-18258,27064,842.967,27-06-2020
207668,27065,296.4357,27-06-2020
230422,27066,1411.5384,27-06-2020
230073,27067,331.5492,27-06-2020
161945,27068,347.4657,27-06-2020
230426,27069,931.7106,27-06-2020
180741,27070,473.8257,27-06-2020
85474,27071,515.0628,27-06-2020
189291,27072,536.7384,27-06-2020
198570,27073,201.6657,27-06-2020
228521,27074,236.9007,27-06-2020
230418,27075,437.157,27-06-2020
228595,27076,189.3942,27-06-2020
229022,27077,252.5499,27-06-2020
175124,27078,220.8141,27-06-2020
159128,27079,406.8792,27-06-2020
230412,27080,359.6157,27-06-2020
279210,27081,728.8785,27-06-2020
230410,27082,515.0628,27-06-2020
204212,27083,189.5157,27-06-2020
230406,27084,624.3885,27-06-2020
230405,27085,157.9257,27-06-2020
176187,27086,315.7299,27-06-2020
230400,27087,254.664,27-06-2020
230402,27088,422.7957,27-06-2020
224415,27089,636.3198,27-06-2020
230393,27090,359.5671,27-06-2020
228559,27091,122.3991,27-06-2020
230388,27092,612.3357,27-06-2020
230390,27093,797.4045,27-06-2020
230392,27094,533.2392,27-06-2020
230161,27095,31.4199,27-06-2020
230387,27096,406.8549,27-06-2020
226603,27097,596.4192,27-06-2020
229137,27098,347.4657,27-06-2020
230380,27099,358.1577,27-06-2020
192602,27100,407.0007,27-06-2020
207668,27101,312.0849,27-06-2020
230378,27102,1145.6964,27-06-2020
230374,27103,328.0257,26-06-2020
198615,27104,838.2528,26-06-2020
230359,27105,492.804,26-06-2020
230369,27106,347.4657,26-06-2020
210378,27107,170.0757,26-06-2020
230361,27108,157.9257,26-06-2020
222474,27109,785.9592,26-06-2020
230357,27110,1826.9712,26-06-2020
230360,27111,816.2856,26-06-2020
230355,27112,189.5157,26-06-2020
118044,27113,249.0507,26-06-2020
230353,27114,568.5957,26-06-2020
145210,27115,1184.4063,26-06-2020
156153,27116,284.2857,26-06-2020
191478,27117,458.0307,26-06-2020
230351,27118,331.5492,26-06-2020
226132,27119,884.1555,26-06-2020
230332,27120,838.2528,26-06-2020
230340,27121,552.5091,26-06-2020
187282,27122,437.157,26-06-2020
230338,27123,515.0628,26-06-2020
230336,27124,604.3896,26-06-2020
230335,27125,363.2607,26-06-2020
230332,27126,2062.7784,26-06-2020
230329,27127,437.157,26-06-2020
230330,27128,454.3857,26-06-2020
230325,27129,454.3857,26-06-2020
228059,27130,777.5028,26-06-2020
224133,27131,340.1028,26-06-2020
230319,27132,306.1557,26-06-2020
230318,27133,1173.6171,26-06-2020
230317,27134,93.2148,26-06-2020
20881,27135,272.1357,26-06-2020
230315,27136,71.5149,26-06-2020
230309,27137,649.9278,26-06-2020
206879,27138,828.4356,26-06-2020
230304,27139,595.2528,26-06-2020
230303,27140,442.0899,26-06-2020
230300,27141,449.307,26-06-2020
230301,27142,425.0799,26-06-2020
225716,27143,408.2157,26-06-2020
228461,27144,527.2857,26-06-2020
230242,27145,102.0357,26-06-2020
230292,27146,306.1557,26-06-2020
230297,27147,130.8798,26-06-2020
230097,27148,352.1799,26-06-2020
207964,27149,118.8999,26-06-2020
230295,27150,932.9256,26-06-2020
230294,27151,515.0628,26-06-2020
228023,27152,558.7056,26-06-2020
229322,27153,164.7297,26-06-2020
225043,27154,318.3057,26-06-2020
230289,27155,760.4199,26-06-2020
-11536,27156,595.2771,26-06-2020
230285,27157,849.5766,26-06-2020
226594,27158,102.0357,26-06-2020
230282,27159,114.1857,26-06-2020
230281,27160,255.1257,26-06-2020
229583,27161,711.8928,26-06-2020
225185,27162,216.0999,26-06-2020
230278,27163,369.2628,26-06-2020
230279,27164,102.0357,26-06-2020
230277,27165,437.157,26-06-2020
230275,27166,621.8856,26-06-2020
65749,27167,391.0599,26-06-2020
230274,27168,271.9899,26-06-2020
66280,27169,352.2771,26-06-2020
230273,27170,590.3199,26-06-2020
230270,27171,524.7828,26-06-2020
230269,27172,338.7177,26-06-2020
191471,27173,204.0957,26-06-2020
229832,27174,340.1028,26-06-2020
230263,27175,680.2299,26-06-2020
230262,27176,563.6628,26-06-2020
228564,27177,879.2469,26-06-2020
198601,27178,340.1028,26-06-2020
193146,27179,772.5213,26-06-2020
225626,27180,437.157,26-06-2020
229909,27181,170.0757,26-06-2020
51057,27182,646.2099,26-06-2020
230256,27183,485.8056,26-06-2020
227522,27184,497.178,26-06-2020
69707,27185,510.2757,26-06-2020
-7601,27186,340.1757,26-06-2020
230255,27187,254.664,26-06-2020
230250,27188,948.6477,26-06-2020
230244,27189,238.1157,26-06-2020
230238,27190,218.214,26-06-2020
230243,27191,340.0299,26-06-2020
151599,27192,118.8999,26-06-2020
230235,27193,476.2557,26-06-2020
160398,27194,204.0957,26-06-2020
176642,27195,524.7828,26-06-2020
163970,27196,114.1857,26-06-2020
108344,27197,48.5757,26-06-2020
192468,27198,543.9798,26-06-2020
230231,27199,649.9278,26-06-2020
230230,27200,114.1857,26-06-2020
33307,27201,250.2657,26-06-2020
106008,27202,971.6112,26-06-2020
228972,27203,255.1257,26-06-2020
83571,27204,337.5027,26-06-2020
230223,27205,357.1857,26-06-2020
230221,27206,666.9378,26-06-2020
230220,27207,403.3557,26-06-2020
230217,27208,182.0799,26-06-2020
142128,27209,420.2928,26-06-2020
-5801,27210,604.7055,26-06-2020
228150,27211,340.1757,26-06-2020
230216,27212,323.0199,26-06-2020
230211,27213,255.1257,26-06-2020
16194,27214,292.7421,26-06-2020
230207,27215,315.657,26-06-2020
222675,27216,203.9499,26-06-2020
204226,27217,250.2657,26-06-2020
91948,27218,340.1028,26-06-2020
49736,27219,699.7428,26-06-2020
230205,27220,496.5219,26-06-2020
229384,27221,437.157,26-06-2020
230163,27222,204.0957,26-06-2020
230195,27223,1214.6112,26-06-2020
230201,27224,833.3199,26-06-2020
204012,27225,777.5028,26-06-2020
189671,27226,77.274,26-06-2020
17700,27227,510.2757,26-06-2020
213538,27228,318.3057,26-06-2020
230178,27229,93.2148,26-06-2020
230191,27230,437.157,26-06-2020
87779,27231,563.6628,26-06-2020
230188,27232,255.1257,26-06-2020
230018,27233,437.157,26-06-2020
230186,27234,352.1556,26-06-2020
230012,27235,570.807,26-06-2020
230184,27236,255.1257,26-06-2020
230180,27237,449.307,26-06-2020
230176,27238,352.3257,26-06-2020
145389,27239,1163.97,26-06-2020
230173,27240,1287.6327,26-06-2020
162449,27241,1343.4984,26-06-2020
230169,27242,612.3357,26-06-2020
228511,27243,352.3257,26-06-2020
230167,27244,886.464,26-06-2020
155647,27245,374.0499,26-06-2020
229911,27246,1182.9726,26-06-2020
229954,27247,136.0557,26-06-2020
220674,27248,150.174,26-06-2020
202503,27249,340.1028,26-06-2020
230155,27250,2086.6896,26-06-2020
230154,27251,947.3598,26-06-2020
230153,27252,242.514,25-06-2020
230146,27253,583.1028,25-06-2020
230147,27254,369.2628,25-06-2020
230145,27255,267.2757,25-06-2020
230144,27256,403.2099,25-06-2020
228834,27257,680.2299,25-06-2020
230143,27258,437.3757,25-06-2020
230142,27259,138.024,25-06-2020
106473,27260,918.3699,25-06-2020
230141,27261,454.2399,25-06-2020
230138,27262,125.874,25-06-2020
230133,27263,306.1557,25-06-2020
208879,27264,522.4257,25-06-2020
230118,27265,627.4989,25-06-2020
181295,27266,280.5921,25-06-2020
230131,27267,138.024,25-06-2020
230130,27268,828.1197,25-06-2020
230129,27269,340.1028,25-06-2020
225854,27270,727.542,25-06-2020
230127,27271,216.2457,25-06-2020
230123,27272,510.2757,25-06-2020
230125,27273,527.2128,25-06-2020
230122,27274,485.8056,25-06-2020
224684,27275,204.0957,25-06-2020
225454,27276,374.1471,25-06-2020
225161,27277,408.2157,25-06-2020
125294,27278,515.0628,25-06-2020
230114,27279,450.6921,25-06-2020
230113,27280,449.307,25-06-2020
230051,27281,182.0799,25-06-2020
70465,27282,527.2128,25-06-2020
216238,27283,578.2671,25-06-2020
198312,27284,118.7298,25-06-2020
230110,27285,454.0698,25-06-2020
230106,27286,874.314,25-06-2020
229723,27287,93.2148,25-06-2020
230100,27288,449.307,25-06-2020
230105,27289,284.2857,25-06-2020
230102,27290,442.0899,25-06-2020
229723,27291,33.8499,25-06-2020
230097,27292,335.1699,25-06-2020
230083,27293,315.414,25-06-2020
230018,27294,449.307,25-06-2020
230089,27295,641.4228,25-06-2020
195953,27296,874.6056,25-06-2020
174650,27297,476.2557,25-06-2020
230085,27298,283.1436,25-06-2020
219304,27299,932.9256,25-06-2020
216188,27300,284.1399,25-06-2020
230076,27301,280.5921,25-06-2020
180578,27302,357.0399,25-06-2020
230072,27303,138.024,25-06-2020
230056,27304,327.3939,25-06-2020
211530,27305,454.3857,25-06-2020
230069,27306,437.157,25-06-2020
193842,27307,67.6998,25-06-2020
230068,27308,524.7828,25-06-2020
230058,27309,306.1557,25-06-2020
230067,27310,439.5627,25-06-2020
230062,27311,454.3857,25-06-2020
230066,27312,250.2657,25-06-2020
230061,27313,204.0957,25-06-2020
230063,27314,612.2871,25-06-2020
205687,27315,1075.6638,25-06-2020
229279,27316,563.6628,25-06-2020
187278,27317,352.3014,25-06-2020
151118,27318,303.6528,25-06-2020
230050,27319,515.0628,25-06-2020
230051,27320,225.7956,25-06-2020
148038,27321,114.1857,25-06-2020
128312,27322,255.1257,25-06-2020
230049,27323,255.1257,25-06-2020
225292,27324,254.664,25-06-2020
80307,27325,637.7778,25-06-2020
230034,27326,498.0528,25-06-2020
230032,27327,777.2598,25-06-2020
223212,27328,2273.9697,25-06-2020
224779,27329,272.1357,25-06-2020
230026,27330,1088.4456,25-06-2020
167830,27331,386.3457,25-06-2020
199391,27332,145.6299,25-06-2020
225421,27333,352.2528,25-06-2020
230025,27334,357.0399,25-06-2020
225547,27335,748.197,25-06-2020
224902,27336,493.1199,25-06-2020
230023,27337,699.7428,25-06-2020
209845,27338,306.1557,25-06-2020
225274,27339,216.2457,25-06-2020
230020,27340,357.0399,25-06-2020
229725,27341,361.2438,25-06-2020
230016,27342,254.664,25-06-2020
158053,27343,621.8856,25-06-2020
230013,27344,364.257,25-06-2020
229992,27345,204.0957,25-06-2020
230015,27346,255.1257,25-06-2020
230008,27347,306.1557,25-06-2020
230007,27348,884.3256,25-06-2020
223777,27349,1214.6598,25-06-2020
230001,27350,894.0456,25-06-2020
229996,27351,369.1899,25-06-2020
229994,27352,165.2157,25-06-2020
229991,27353,595.2528,25-06-2020
229990,27354,386.3457,25-06-2020
229985,27355,369.1899,25-06-2020
229979,27356,93.2148,25-06-2020
219304,27357,699.7428,25-06-2020
34777,27358,497.9556,25-06-2020
229975,27359,292.7421,25-06-2020
229982,27360,280.5921,25-06-2020
229981,27361,450.6921,25-06-2020
229978,27362,374.1957,25-06-2020
228740,27363,564.7077,25-06-2020
229967,27364,515.0628,25-06-2020
229971,27365,363.771,25-06-2020
229969,27366,485.9028,25-06-2020
48682,27367,420.1956,25-06-2020
229963,27368,408.1428,25-06-2020
229964,27369,599.9427,25-06-2020
229965,27370,485.8056,25-06-2020
229436,27371,408.0456,25-06-2020
229960,27372,711.8928,25-06-2020
229958,27373,237.7998,25-06-2020
229959,27374,198.6768,25-06-2020
229957,27375,1437.0534,25-06-2020
229955,27376,1744.5213,25-06-2020
174869,27377,1516.0284,25-06-2020
229533,27378,886.464,25-06-2020
229731,27379,198.5553,25-06-2020
229949,27380,292.7421,25-06-2020
33721,27381,420.3657,25-06-2020
229942,27382,403.3557,25-06-2020
177307,27383,560.6253,25-06-2020
229548,27384,220.2795,25-06-2020
225713,27385,774.9513,25-06-2020
229908,27386,637.7778,25-06-2020
229937,27387,777.5028,25-06-2020
229936,27388,728.9028,25-06-2020
229935,27389,896.5485,25-06-2020
229934,27390,575.8128,25-06-2020
229927,27391,237.7998,25-06-2020
229925,27392,462.8421,25-06-2020
222400,27393,169.7598,25-06-2020
145359,27394,688.5162,25-06-2020
229924,27395,1088.4456,25-06-2020
189829,27396,391.0356,25-06-2020
188832,27397,352.1799,25-06-2020
229922,27398,148.2057,25-06-2020
229919,27399,850.2813,25-06-2020
219746,27400,595.2528,25-06-2020
229918,27401,339.5196,25-06-2020
229913,27402,101.6469,25-06-2020
229880,27403,526.7754,25-06-2020
223969,27404,889.1856,25-06-2020
229914,27405,527.2128,24-06-2020
229912,27406,352.3257,24-06-2020
229909,27407,102.0357,24-06-2020
223443,27408,113.7969,24-06-2020
229905,27409,478.6128,24-06-2020
229894,27410,1030.1256,24-06-2020
229895,27411,301.1256,24-06-2020
229896,27412,391.0356,24-06-2020
229903,27413,816.2856,24-06-2020
229900,27414,315.657,24-06-2020
229892,27415,105.3648,24-06-2020
218400,27416,352.3257,24-06-2020
229752,27417,365.0103,24-06-2020
70871,27418,318.3057,24-06-2020
229885,27419,654.6177,24-06-2020
229882,27420,391.1571,24-06-2020
229517,27421,1338.6141,24-06-2020
226796,27422,935.1855,24-06-2020
229875,27423,118.8999,24-06-2020
229643,27424,267.2757,24-06-2020
229873,27425,198.6768,24-06-2020
229872,27426,891.4698,24-06-2020
229869,27427,340.1028,24-06-2020
229870,27428,118.7298,24-06-2020
229868,27429,637.7778,24-06-2020
229867,27430,437.157,24-06-2020
229790,27431,318.3057,24-06-2020
162566,27432,342.4599,24-06-2020
229864,27433,874.314,24-06-2020
229853,27434,748.2456,24-06-2020
117386,27435,726.0597,24-06-2020
135290,27436,136.0557,24-06-2020
229857,27437,203.6097,24-06-2020
199391,27438,216.2457,24-06-2020
229693,27439,488.4057,24-06-2020
229856,27440,93.2148,24-06-2020
152640,27441,449.307,24-06-2020
229834,27442,101.6469,24-06-2020
229838,27443,186.9156,24-06-2020
168489,27444,408.2157,24-06-2020
229847,27445,437.157,24-06-2020
229842,27446,449.307,24-06-2020
229836,27447,2698.8309,24-06-2020
229802,27448,442.2357,24-06-2020
229833,27449,1168.7571,24-06-2020
195328,27450,767.6127,24-06-2020
229830,27451,340.1028,24-06-2020
229828,27452,449.307,24-06-2020
167726,27453,238.1157,24-06-2020
130888,27454,101.6469,24-06-2020
229826,27455,607.3056,24-06-2020
229825,27456,408.1428,24-06-2020
223054,27457,254.6397,24-06-2020
229824,27458,794.4399,24-06-2020
229819,27459,119.07,24-06-2020
225409,27460,454.3857,24-06-2020
229822,27461,93.2148,24-06-2020
229821,27462,204.0957,24-06-2020
229820,27463,204.0957,24-06-2020
229770,27464,485.9028,24-06-2020
229074,27465,563.5656,24-06-2020
-12451,27466,437.157,24-06-2020
154113,27467,335.1456,24-06-2020
229810,27468,903.1095,24-06-2020
229526,27469,203.9256,24-06-2020
229816,27470,1158.9156,24-06-2020
229812,27471,699.7428,24-06-2020
229813,27472,33.8499,24-06-2020
187500,27473,323.0199,24-06-2020
165575,27474,170.0757,24-06-2020
229807,27475,408.1428,24-06-2020
229804,27476,471.2499,24-06-2020
229359,27477,340.1028,24-06-2020
229801,27478,288.9756,24-06-2020
174314,27479,437.3757,24-06-2020
229797,27480,691.7967,24-06-2020
229794,27481,237.6297,24-06-2020
207056,27482,459.0999,24-06-2020
220186,27483,340.1028,24-06-2020
191263,27484,119.0457,24-06-2020
229796,27485,420.3657,24-06-2020
229791,27486,386.3457,24-06-2020
229789,27487,204.0957,24-06-2020
229788,27488,578.1456,24-06-2020
229785,27489,237.9699,24-06-2020
229786,27490,408.1428,24-06-2020
222094,27491,607.3299,24-06-2020
229781,27492,816.2856,24-06-2020
91831,27493,318.1599,24-06-2020
229780,27494,204.0957,24-06-2020
205821,27495,318.3057,24-06-2020
229777,27496,182.0799,24-06-2020
100778,27497,1158.8184,24-06-2020
196033,27498,364.5243,24-06-2020
229771,27499,153.0657,24-06-2020
229254,27500,476.2557,24-06-2020
229772,27501,794.4399,24-06-2020
229766,27502,113.7969,24-06-2020
229761,27503,323.1657,24-06-2020
229768,27504,595.2285,24-06-2020
229764,27505,169.7598,24-06-2020
222458,27506,266.7897,24-06-2020
218256,27507,199.017,24-06-2020
227642,27508,462.8421,24-06-2020
38642,27509,1369.0377,24-06-2020
158909,27510,391.2057,24-06-2020
223740,27511,186.5268,24-06-2020
229523,27512,624.4128,24-06-2020
88584,27513,437.157,24-06-2020
225115,27514,334.8054,24-06-2020
178768,27515,578.1699,24-06-2020
